dt,x_land_euler,t_land_euler,R_analytic,range_error
0.5,175.6096844193841,5.731054052960129,160.6210402466394,14.9886441727447
0.2,166.71287755643235,5.440705139693159,160.6210402466394,6.091837309792936
0.1,163.6712965796742,5.3414425902392955,160.6210402466394,3.050256333034781
0.05,162.15115071908264,5.291832353057692,160.6210402466394,1.5301104724432264
0.02,161.23367644143823,5.261890412812413,160.6210402466394,0.6126361947988244
0.01,160.9273684495046,5.2518939956761495,160.6210402466394,0.30632820286518836
0.005,160.77421476732164,5.246895797348412,160.6210402466394,0.15317452068222792
